Código prestador;Código punto atención;Año;Mes;Tipo;Prestador nombre;Departamento punto atención;Municipio punto atención;Punto atención nombre;Total personas inscritas;Total personas inscritas hombres;Total personas inscritas mujeres;Total personas inscritas jovenes;Total personas inscritas mujeres jovenes;Total personas inscritas hombres jovenes;Total personas inscritas PcD;Total personas inscritas mujeres PcD;Total personas inscritas hombres PcD;Total personas inscritas Victimas;Total personas inscritas mujeres victimas;Total personas inscritas hombres victimas;Total personas inscritas Migrantes;Total personas inscritas mujeres Migrantes;Total personas inscritas hombres Migrantes;Total personas inscritas Grupo Ètnico;Total personas inscritas mujeres Grupo;Total personas inscritas hombres Grupo;Total remisiones a empleadores;Total remisiones a empleadores hombres;Total remisiones a empleadores mujeres;Total remisiones a empleadores victimas;Total remisiones a empleadores mujeres victimas;Total remisiones a empleadores hombres victimas;Total remisiones a empleadores PcD;Total remisiones a empleadores mujeres PcD;Total remisiones a empleadores hombres PcD;Total remisiones a empleadores jovenes;Total remisiones a empleadores mujeres jovenes;Total remisiones a empleadores hombres jovenes;Total remisiones a empleadores Migrantes;Total remisiones a empleadores mujeres Migrantes;Total remisiones a empleadores hombres Migrantes;Total remisiones a empleadores Grupos Ètnicos;Total remisiones a empleadores mujeres Grupo;Total remisiones a empleadores hombres Grupo;Total colocados;Total colocados hombres;Total colocados mujeres;Total colocados victimas;Total colocados mujeres victimas;Total colocados hombres victimas;Total colocados PcD;Total colocados mujeres PcD;Total colocados hombres PcD;Total colocados jovenes;Total colocados mujeres jovenes;Total colocados hombres jovenes;Total colocados Migrantes;Total colocados mujeres Migrantes;Total colocados hombres Migrantes;Total colocados Grupo Ètnicos;Total colocados Grupo Ètnicos mujeres Grupo;Total colocados Grupo Ètnicos hombres Grupo;Total empleadores inscritos;Total personas atendidas en entrevìstas de atencion ocupacional;Total personas atendidas en entrevìstas de atencion ocupacional hombres;Total personas atendidas en entrevìstas de atencion ocupacional mujeres;Total Pers. atendidas en entrevìstas de atencion ocupacional Victimas;Total Pers. atendidas en entrevìstas de atencion ocupacional Victimas mujeres;Total Pers. atendidas en entrevìstas de atencion ocupacional Victimas hombres;Total Pers. atendidas en entrevìstas de atencion ocupacional PcD;Total Pers. atendidas en entrevìstas de atencion ocupacional mujeres PcD;Total Pers. atendidas en entrevìstas de atencion ocupacional hombres PcD;Total personas atendidas en entrevistas de orientación ocupacional Jóvenes;Total personas atendidas en entrevistas de orientación ocupacional Jóvenes mujeres;Total personas atendidas en entrevistas de orientación ocupacional Jóvenes hombres;Total personas atendidas en entrevistas de orientación ocupacional Migrantes;Total personas atendidas en entrevistas de orientación ocupacional Migrantes mujeres;Total personas atendidas en entrevistas de orientación ocupacional Migrantes hombres;Total personas atendidas en entrevistas de orientación ocupacional Grupo Étnicos;Total personas atendidas en entrevistas de orientación ocupacional Grupo Étnicos mujeres;Total personas atendidas en entrevistas de orientación ocupacional Grupo Étnicos hombres;Total personas atendidas en actividades grupales de orientación ocupacional;Total personas atendidas en actividades grupales de orientación ocupacional hombres;Total personas atendidas en actividades grupales de orientación ocupacional mujeres;Total personas atendidas en actividades grupales de orientación ocupacional Jóvenes;Total personas atendidas en actividades grupales de orientación ocupacional Jóvenes mujeres;Total personas atendidas en actividades grupales de orientación ocupacional Jóvenes hombres;Total personas atendidas en actividades grupales de orientación ocupacional PcD;Total personas atendidas en actividades grupales de orientación ocupacional PcD mujeres;Total personas atendidas en actividades grupales de orientación ocupacional PcD hombres;Total personas atendidas en actividades grupales de orientación ocupacional Víctimas;Total personas atendidas en actividades grupales de orientación ocupacional Víctimas mujeres;Total personas atendidas en actividades grupales de orientación ocupacional Víctimas hombres;Total personas atendidas en actividades grupales de orientación ocupacional Migrantes;Total personas atendidas en actividades grupales de orientación ocupacional Migrantes mujeres;Total personas atendidas en actividades grupales de orientación ocupacional Migrantes hombres;Total personas atendidas en actividades grupales de orientación ocupacional Grupos Étnicos;Total personas atendidas en actividades grupales de orientación ocupacional Grupos Étnicos mujeres;Total personas atendidas en actividades grupales de orientación ocupacional Grupos Étnicos hombres;Número de personas direccionadas a programas de formación y capacitación para el trabajo;Número de personas direccionadas a programas de formación y capacitación para el trabajo hombres;Número de personas direccionadas a programas de formación en competencias claves y transversales hombres;Número de personas direccionadas a programas de formación en tecnologías de la información y las comunicaciones tic hombres;Número de personas direccionadas a programas de alfabetización o bachillerato hombres;Número de personas direccionadas a programas de entrenamiento o reentrenamiento técnico hombres;Número de personas direccionadas a programas de técnico laboral hombres;Número de personas direccionadas a programas de formación y capacitación para el trabajo mujeres;Número de personas direccionadas a programas de formación en competencias claves y transversales mujeres;Número de personas direccionadas a programas de formación en tecnologías de la información y las comunicaciones tic mujeres;Número de personas direccionadas a programas de alfabetización o bachillerato mujeres;Número de personas direccionadas a programas de entrenamiento o reentrenamiento técnico mujeres;Número de personas direccionadas a programas de técnico laboral mujeres;Número de personas que culminaron programas de formación y capacitación para el trabajo;Número de personas que culminaron programas de formación y capacitación para el trabajo hombres;Número de personas que culminaron programas de formación en competencias claves y transversales hombres;Número de personas que culminaron programas de formación en tecnologías de la información y las comunicaciones tic hombres;Número de personas que culminaron programas de alfabetización o bachillerato hombres;Número de personas que culminaron programas de entrenamiento o reentrenamiento técnico hombres;Número de personas que culminaron programas de técnico laboral hombres;Número de personas que culminaron programas de formación y capacitación para el trabajo mujeres;Número de personas que culminaron programas de formación en competencias claves y transversales mujeres;Número de personas que culminaron programas de formación en tecnologías de la información y las comunicaciones tic mujeres;Número de personas que culminaron programas de alfabetización o bachillerato mujeres;Número de personas que culminaron programas de entrenamiento o reentrenamiento técnico mujeres;Número de personas que culminaron programas de técnico laboral mujeres;Total de personas direccionadas a programas de emprendimiento;Número de personas direccionadas a programas de emprendimiento hombres;Número de personas direccionadas a programas de emprendimiento mujeres;Total PQRS radicados;Presta servicios de gestión y colocación de empleo en el exterior;Total hojas vida remitidas exterior;Total hojas vida remitidas exterior hombres;Total hojas vida remitidas exterior mujeres;Total personas colocadas exterior;Total personas colocadas exterior hombres;Total personas colocadas exterior mujeres;Total empleadores registrados exterior;Total vacantes registradas exterior;Punto atencion correo;Punto atencion dirección;Punto atencion fecha registro;Observaciones;Coordinador nombre;Coordinador correo;Coordinador teléfono;Coordinador celular;Responsable nombre;Responsable correo;Responsable teléfono;Responsable celular
22125;22125006;2023;13;Bolsa;Universidad San Buenaventura;Colombia;Nacional;PUNTO VIRTUAL RESTRINGIDO-CALI;8;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;15;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"bolsadeempleo@usbmed.edu.co; egresados@usbmed.edu.co";http://bolsadeempleo.usbbog.edu.co/sitios-empresariales/colombia/usb-bogota/;2020-11-29;N/S;Sandra Milena Arias Giraldo;bolsadeempleo@usbmed.edu.co;;;DORIAN ANDREA MUÑOZ CASTAÑO;bolsaempleo@usbcali.edu.co;;317-225-98-65
14185;14185001;2023;09;Agencia;Dgnet Colombia/computrabajo;Colombia;Nacional;DGNET COLOMBIA/COMPUTRABAJO VIRTUAL;135871;58425;77446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19111149;8217794;10893355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2983;0;0;0;0;0;0;0;0;0;davidv@dgnet.ltd.uk;http://www.computrabajo.com;2020-11-29;Sería ventajoso poder automatizar este reporte mediante generación de fichero plano en ftp;David  Villalabeitia ;davidv@dgnet.ltd.uk;;;David  Villalabeitia ;davidv@dgnet.ltd.uk;;
14182;14182003;2023;09;Agencia;SERES CONSULTING;Colombia;Nacional;SERES CONSULTING;134294;61423;72871;55981;31144;24837;0;0;0;0;0;0;0;0;0;0;0;0;35;16;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;30;11;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gbustillo@seresconsulting.com;www.seresconsulting.com;2021-04-16;N/A;;;;;Bibiana Vargas Yemail;bvargas@seresconsulting.com;321 541 9178;321 541 9178
14182;14182001;2023;09;Agencia;SERES CONSULTING;Bolivar;Cartagena;SERES CONSULTING SAS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Cra 2 No.9-145 -Bocagrande-Edificio Nautilus Trade Center -Oficina 401;44492;N/A;;;;;Bibiana Vargas Yemail;bvargas@seresconsulting.com;321 541 9178;321 541 9178
22115;22115002;2023;09;Bolsa;UNIVERSIDAD DE CARTAGENA;Colombia;Nacional;UNIVERSIDAD DE CARTAGENA;310;145;165;310;165;145;0;0;0;0;0;0;0;0;0;0;0;0;57;43;14;0;0;0;0;0;0;57;14;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;57;64;121;64;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;http://insercionlaboral.unicartagena.edu.co/;44492;Sin novedad;;;;;Jessel Maria Colley Sierra;empleo@unicartagena.edu.co;3003433982;3003433982
22133;22133007;2023;09;Bolsa;Corporación Universitaria Minuto De Dios-uniminuto;Cundinamarca;Girardot;CORPORACIÓN UNIVERSITARIA MINUTO DE DIOS-UNIMINUTO;73;28;45;73;45;28;0;0;0;0;0;0;0;0;0;0;0;0;14;4;10;0;0;0;0;0;0;14;10;4;0;0;0;0;0;0;12;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;31;9;22;0;0;0;0;0;0;31;22;9;0;0;0;0;0;0;66;41;25;66;25;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gina.santana@uniminuto.edu;CARRERA 9 No 34-98;2020-11-29;SIN NINGUNA OBSERVACION;Lina Andrea Lozano ;lina.lozano@uniminuto.edu.co ;;;HAROLD MAURICIO VARGAS;harold.vargas@uniminuto.edu;;3017109931
22166;22166001;2023;09;Bolsa;Universidad Ean;Colombia;Nacional;UNIVERSIDAD EAN VIRTUAL;132;60;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;31;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;621;220;220;0;0;0;0;401;401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;mfernandezg@universidadean.edu.co;http://oportunidadeslaborales.universidadean.edu.co/universidad-ean;2020-11-29;N/A;Carolina Jurado Ramírez;empleabilidad@universidadean.edu;3195154955;3195154955;Martha Lucía Prieto;empleabilidad@universidadean.edu.co;3013332987;3013332987
22133;22133011;2023;09;Bolsa;Corporación Universitaria Minuto De Dios-uniminuto;Huila;Neiva;CORPORACIÓN UNIVERSITARIA MINUTO DE DIOS-UNIMINUTO;183;44;139;142;102;40;0;0;0;0;0;0;0;0;0;0;0;0;126;31;95;0;0;0;0;0;0;118;87;31;0;0;0;0;0;0;4;1;3;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;8;38;12;26;0;0;0;0;0;0;30;21;9;0;0;0;0;0;0;183;79;104;157;89;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gina.santana@uniminuto.edu;CALLE 18 # 5A - 31 BARRIO QUIRINAL ;2020-11-29;Ninguno;Nelcy  Rivera Perdomo;nelcy.rivera@uniminuto.edu;;;HELLEN JOHNLUZ GUERRERO ARGUELLO;hellen.guerrero@uniminuto.edu;;3123733846
22103;22103003;2023;09;Bolsa;Pontificia Universidad Javeriana;Colombia;Nacional;PONTIFICIA UNIVERSIDAD JAVERIANA VIRTUAL;575;280;295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2158;1419;739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;12;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;INGRID-REDONDO@JAVERIANA.EDU.CO;https://empleoegresados.javeriana.edu.co/#/reports;2020-11-29;"Reporte diligenciado el 03 de octubre 2023
Numero de personas colocadas reportado por los empleadores 
Número de personas atendidas en actividades grupales de orientación ocupacional reportado en 0 ya que este mes no se realizaron este tipo de actividades";INGRID LORENA REDONDO MORENO;INGRID-REDONDO@JAVERIANA.EDU.CO;;;INGRID LORENA REDONDO MORENO;lpaniagua@javeriana.edu.co;;
22133;22133022;2023;09;Bolsa;Corporación Universitaria Minuto De Dios-uniminuto;Colombia;Nacional;CORPORACIÓN UNIVERSITARIA MINUTO DE DIOS-UNIMINUTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gina.santana@uniminuto.edu;http://empleabilidad.uniminuto.edu;2020-11-29;REPORTE CENTRO CENTRO EPE- BARRABQUILLA- PUNTO VIRTUAL;Gina Lorena Santana Zuleta;gina.santana@uniminuto.edu;;;HUMBERTO PUELLO;hpuello@uniminuto.edu;;3005791599
